tab 	sites
bed_dip	bed_dip_direction	citations	class	definition	lat	lithology	location	lon	site	software_packages	type
0	0	This study		s	35.23788		unknown	32.92075	mk11	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk12	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk13	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk23	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk23	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk23	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk23	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk23	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk23	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk24	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk24	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk24	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk24	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk44	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk44	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk45	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk70	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk71	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk80	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk80	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk80	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk80	pmagpy-4.1.5	
0	0	This study		s	35.23788		unknown	32.92075	mk80	pmagpy-4.1.5	
